Datetime,mean_ga,mean_gr,mean_intensity,sum_sub,cluster
2006-12-16,3.0534747474747475,0.08818686868686867,13.082828282828283,5472.0,2
2006-12-17,2.354486111111111,0.1569486111111111,9.999027777777778,19561.0,1
2006-12-18,1.5304347222222223,0.11235555555555556,6.421666666666667,17702.0,1
2006-12-19,1.1570791666666667,0.10482083333333334,4.926388888888889,14638.0,0
2006-12-20,1.5456583333333334,0.11180416666666666,6.467361111111111,16711.0,1
2006-12-21,1.193757997218359,0.10025452016689847,5.033796940194716,14809.0,0
2006-12-22,1.6259291666666669,0.12979583333333333,6.872916666666667,14632.0,0
2006-12-23,3.314851388888889,0.15379861111111112,14.028055555555557,17820.0,1
2006-12-24,1.7708416666666669,0.10409722222222223,7.640416666666667,13676.0,0
2006-12-25,1.9049444444444443,0.1668611111111111,7.951527777777779,14377.0,0
2006-12-26,2.7320208333333333,0.11465416666666667,11.347916666666666,18598.0,1
2006-12-27,1.0616388888888888,0.12423749999999999,4.5175,7290.0,2
2006-12-28,1.4393319444444443,0.14505277777777778,6.086250000000001,15802.0,0
2006-12-29,2.204438888888889,0.13638472222222223,9.271388888888888,17743.0,1
2006-12-30,1.939709318497914,0.21691794158553546,8.292211404728791,23443.0,1
2006-12-31,2.426525,0.10475833333333334,10.199583333333333,6849.0,2
2007-01-01,1.9090305555555556,0.10289305555555556,7.916944444444444,6232.0,2
2007-01-02,0.8814138888888889,0.13218194444444445,3.7140277777777775,6910.0,2
2007-01-03,0.7042041666666666,0.13661666666666666,3.0140277777777778,5109.0,2
2007-01-04,2.2634805555555553,0.1404875,9.478194444444444,19544.0,1
2007-01-05,1.8842805555555555,0.12024583333333333,7.885138888888889,9464.0,2
2007-01-06,1.047484722222222,0.13346388888888888,4.543888888888889,7416.0,2
2007-01-07,1.6997361111111111,0.17088472222222223,7.282638888888889,22974.0,1
2007-01-08,1.5565,0.14414444444444446,6.551666666666667,18014.0,1
2007-01-09,1.2979541666666667,0.14392222222222223,5.521111111111111,15745.0,0
2007-01-10,1.496388888888889,0.15864722222222222,6.357777777777779,16239.0,0
2007-01-11,1.5661069444444444,0.1597361111111111,6.658333333333333,15963.0,0
2007-01-12,1.014788888888889,0.13829166666666665,4.309166666666666,8715.0,2
2007-01-13,2.2130652777777775,0.2019,9.453055555555554,22122.0,1
2007-01-14,2.0902126476719944,0.1578318276580959,8.968311327310632,18967.0,1
2007-01-15,1.4921375,0.12143055555555557,6.261527777777778,18501.0,1
2007-01-16,1.1711138888888888,0.12876944444444444,4.975972222222222,9290.0,2
2007-01-17,1.977561111111111,0.13941111111111112,8.283888888888889,25301.0,1
2007-01-18,1.2649041666666667,0.12341111111111111,5.3425,13827.0,0
2007-01-19,1.0280833333333335,0.11809166666666666,4.37625,9605.0,2
2007-01-20,2.1762027777777777,0.16552916666666667,9.348055555555556,20986.0,1
2007-01-21,2.366154166666667,0.15953888888888887,10.190694444444444,27512.0,1
2007-01-22,1.5142319444444445,0.1171125,6.355277777777778,15398.0,0
2007-01-23,1.2344722222222222,0.09602777777777778,5.260833333333333,6125.0,2
2007-01-24,2.074898611111111,0.12365277777777778,8.733611111111111,17688.0,1
2007-01-25,1.1085722222222223,0.10011111111111111,4.629305555555556,12659.0,0
2007-01-26,1.1235916666666665,0.09923749999999999,4.721388888888889,9662.0,2
2007-01-27,1.4194944444444444,0.10294583333333332,5.949861111111111,17440.0,1
2007-01-28,2.147466296038916,0.10656845031271717,9.133703961084086,19508.0,1
2007-01-29,1.37685,0.11506666666666666,5.788888888888889,16671.0,1
2007-01-30,1.1859708333333334,0.1256486111111111,5.028194444444445,10696.0,0
2007-01-31,1.6414944444444444,0.12915833333333332,6.923611111111111,21002.0,1
2007-02-01,1.2671944444444445,0.10435000000000001,5.3325000000000005,14701.0,0
2007-02-02,1.15815,0.09690416666666667,4.870833333333334,11694.0,0
2007-02-03,2.7984180555555556,0.17071111111111112,11.815972222222221,27153.0,1
2007-02-04,2.4971805555555555,0.12950972222222223,10.565416666666668,22460.0,1
2007-02-05,1.1425555555555555,0.10224166666666668,4.820416666666667,11309.0,0
2007-02-06,0.8843611111111112,0.09900416666666667,3.7719444444444448,6107.0,2
2007-02-07,1.6166791666666667,0.12340833333333333,6.791666666666667,18798.0,1
2007-02-08,1.2509819444444443,0.09645555555555554,5.248333333333334,12749.0,0
2007-02-09,1.1251375000000001,0.10976805555555556,4.727222222222222,12815.0,0
2007-02-10,1.964811111111111,0.1340097222222222,8.303749999999999,22307.0,1
2007-02-11,2.4800194444444443,0.1418847222222222,10.526805555555557,20309.0,1
2007-02-12,1.3038958333333333,0.09493333333333334,5.503472222222222,14143.0,0
2007-02-13,0.9823236111111111,0.09352638888888888,4.14375,9084.0,2
2007-02-14,1.735188888888889,0.14062916666666667,7.315138888888888,18667.0,1
2007-02-15,1.3787125,0.11525277777777777,5.820277777777778,16391.0,0
2007-02-16,1.182311111111111,0.1053375,5.0465277777777775,10696.0,0
2007-02-17,1.4423,0.16595,6.129166666666666,11148.0,0
2007-02-18,2.6595569444444447,0.17744583333333333,11.238888888888889,27239.0,1
2007-02-19,1.5184819444444444,0.12262777777777778,6.442222222222222,17619.0,1
2007-02-20,2.18745,0.1299708333333333,9.168472222222222,16962.0,1
2007-02-21,1.4394958333333332,0.13185416666666666,6.0744444444444445,17407.0,1
